,symbol,metric,value
7206,TRGP,Volume,"1,060,450 "
7207,TRGP,Avg. Volume,"1,600,841 "
7208,TRGP,Market Cap (intraday),26.207B 
7209,TRGP,Beta (5Y Monthly),2.19
7210,TRGP,PE Ratio (TTM),24.37 
7211,TRGP,EPS (TTM),4.85 
7212,TRGP,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
7213,TRGP,Forward Dividend & Yield,3.00 (2.55%)
7214,TRGP,Ex-Dividend Date,"Apr 29, 2024"
7215,TRGP,1y Target Est,125.80 
7216,TGT,Previous Close,155.78 
7217,TGT,Open,140.54 
7218,TGT,Bid,144.72 x 800
7219,TGT,Ask,144.73 x 1000
7220,TGT,Day's Range,139.98 - 145.62 
7221,TGT,52 Week Range,102.93 - 181.86 
7222,TGT,Volume,"11,836,288 "
7223,TGT,Avg. Volume,"3,831,379 "
7224,TGT,Market Cap (intraday),66.614B 
7225,TGT,Beta (5Y Monthly),1.17
7226,TGT,PE Ratio (TTM),16.11 
7227,TGT,EPS (TTM),8.94 
7228,TGT,Earnings Date,"May 22, 2024"
7229,TGT,Forward Dividend & Yield,4.40 (2.82%)
7230,TGT,Ex-Dividend Date,"May 14, 2024"
7231,TGT,1y Target Est,185.48 
7232,TEL,Previous Close,151.80 
7233,TEL,Open,151.49 
7234,TEL,Bid,--
7235,TEL,Ask,--
7236,TEL,Day's Range,151.17 - 152.79 
7237,TEL,52 Week Range,115.00 - 152.79 
7238,TEL,Volume,"1,213,324 "
7239,TEL,Avg. Volume,"1,976,787 "
7240,TEL,Market Cap (intraday),46.443B 
7241,TEL,Beta (5Y Monthly),1.36
7242,TEL,PE Ratio (TTM),13.82 
7243,TEL,EPS (TTM),10.97 
7244,TEL,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7245,TEL,Forward Dividend & Yield,2.60 (1.71%)
7246,TEL,Ex-Dividend Date,"May 23, 2024"
7247,TEL,1y Target Est,164.63 
7248,TDY,Previous Close,391.72 
7249,TDY,Open,391.40 
7250,TDY,Bid,--
7251,TDY,Ask,--
7252,TDY,Day's Range,390.20 - 394.09 
7253,TDY,52 Week Range,355.41 - 448.19 
7254,TDY,Volume,"186,151 "
7255,TDY,Avg. Volume,"251,122 "
7256,TDY,Market Cap (intraday),18.619B 
7257,TDY,Beta (5Y Monthly),1.03
7258,TDY,PE Ratio (TTM),21.23 
7259,TDY,EPS (TTM),18.49 
7260,TDY,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
7261,TDY,Forward Dividend & Yield,--
7262,TDY,Ex-Dividend Date,--
7263,TDY,1y Target Est,472.02 
7264,TFX,Previous Close,214.59 
7265,TFX,Open,213.85 
7266,TFX,Bid,213.12 x 1200
7267,TFX,Ask,217.63 x 800
7268,TFX,Day's Range,212.66 - 215.02 
7269,TFX,52 Week Range,177.63 - 262.97 
7270,TFX,Volume,"387,465 "
7271,TFX,Avg. Volume,"367,158 "
7272,TFX,Market Cap (intraday),10.032B 
7273,TFX,Beta (5Y Monthly),1.12
7274,TFX,PE Ratio (TTM),33.97 
7275,TFX,EPS (TTM),6.27 
7276,TFX,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
7277,TFX,Forward Dividend & Yield,1.36 (0.63%)
7278,TFX,Ex-Dividend Date,"May 14, 2024"
7279,TFX,1y Target Est,246.92 
7280,TER,Previous Close,142.86 
7281,TER,Open,145.22 
7282,TER,Bid,141.67 x 100
7283,TER,Ask,142.04 x 200
7284,TER,Day's Range,140.46 - 145.64 
7285,TER,52 Week Range,81.08 - 145.64 
7286,TER,Volume,"560,529 "
7287,TER,Avg. Volume,"2,108,080 "
7288,TER,Market Cap (intraday),22.16B 
7289,TER,Beta (5Y Monthly),1.50
7290,TER,PE Ratio (TTM),53.97 
7291,TER,EPS (TTM),2.63 
7292,TER,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7293,TER,Forward Dividend & Yield,0.48 (0.34%)
7294,TER,Ex-Dividend Date,"May 21, 2024"
7295,TER,1y Target Est,124.75 
7296,TSLA,Previous Close,180.11 
7297,TSLA,Open,181.87 
7298,TSLA,Bid,176.81 x 400
7299,TSLA,Ask,177.40 x 400
7300,TSLA,Day's Range,175.15 - 181.90 
7301,TSLA,52 Week Range,138.80 - 299.29 
7302,TSLA,Volume,"38,798,286 "
7303,TSLA,Avg. Volume,"97,652,090 "
7304,TSLA,Market Cap (intraday),564.457B 
7305,TSLA,Beta (5Y Monthly),2.41
7306,TSLA,PE Ratio (TTM),45.27 
7307,TSLA,EPS (TTM),3.91 
7308,TSLA,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
7309,TSLA,Forward Dividend & Yield,--
7310,TSLA,Ex-Dividend Date,--
7311,TSLA,1y Target Est,178.97 
7312,TXN,Previous Close,199.20 
7313,TXN,Open,197.17 
7314,TXN,Bid,198.83 x 100
7315,TXN,Ask,199.08 x 500
7316,TXN,Day's Range,196.89 - 199.30 
7317,TXN,52 Week Range,139.48 - 199.30 
7318,TXN,Volume,"3,644,514 "
7319,TXN,Avg. Volume,"5,459,019 "
7320,TXN,Market Cap (intraday),181.104B 
7321,TXN,Beta (5Y Monthly),1.00
7322,TXN,PE Ratio (TTM),31.03 
7323,TXN,EPS (TTM),6.41 
7324,TXN,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
7325,TXN,Forward Dividend & Yield,5.20 (2.61%)
7326,TXN,Ex-Dividend Date,"May 7, 2024"
7327,TXN,1y Target Est,179.33 
7328,TXT,Previous Close,88.82 
7329,TXT,Open,88.59 
7330,TXT,Bid,--
7331,TXT,Ask,--
7332,TXT,Day's Range,88.53 - 89.55 
7333,TXT,52 Week Range,61.27 - 97.34 
7334,TXT,Volume,"632,385 "
7335,TXT,Avg. Volume,"1,163,720 "
7336,TXT,Market Cap (intraday),16.987B 
7337,TXT,Beta (5Y Monthly),1.32
7338,TXT,PE Ratio (TTM),19.03 
7339,TXT,EPS (TTM),4.68 
7340,TXT,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
7341,TXT,Forward Dividend & Yield,0.08 (0.09%)
7342,TXT,Ex-Dividend Date,"Jun 14, 2024"
7343,TXT,1y Target Est,99.62 
7344,TMO,Previous Close,590.80 
7345,TMO,Open,590.00 
7346,TMO,Bid,588.47 x 800
7347,TMO,Ask,588.99 x 800
7348,TMO,Day's Range,586.48 - 592.00 
7349,TMO,52 Week Range,415.60 - 603.82 
7350,TMO,Volume,"302,218 "
7351,TMO,Avg. Volume,"1,355,619 "
7352,TMO,Market Cap (intraday),225.048B 
7353,TMO,Beta (5Y Monthly),0.80
7354,TMO,PE Ratio (TTM),37.79 
7355,TMO,EPS (TTM),15.60 
7356,TMO,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7357,TMO,Forward Dividend & Yield,1.56 (0.26%)
7358,TMO,Ex-Dividend Date,"Mar 14, 2024"
7359,TMO,1y Target Est,624.17 
7360,TJX,Previous Close,101.12 
7361,TJX,Open,99.66 
7362,TJX,Bid,100.64 x 900
7363,TJX,Ask,100.67 x 1000
7364,TJX,Day's Range,99.22 - 100.83 
7365,TJX,52 Week Range,75.65 - 104.98 
7366,TJX,Volume,"3,035,935 "
7367,TJX,Avg. Volume,"5,601,843 "
7368,TJX,Market Cap (intraday),113.929B 
7369,TJX,Beta (5Y Monthly),0.88
7370,TJX,PE Ratio (TTM),24.96 
7371,TJX,EPS (TTM),4.03 
7372,TJX,Earnings Date,"Aug 21, 2024 - Aug 22, 2024"
7373,TJX,Forward Dividend & Yield,1.50 (1.48%)
7374,TJX,Ex-Dividend Date,"May 15, 2024"
7375,TJX,1y Target Est,114.30 
7376,TSCO,Previous Close,282.76 
7377,TSCO,Open,283.40 
7378,TSCO,Bid,282.58 x 200
7379,TSCO,Ask,283.17 x 200
7380,TSCO,Day's Range,280.30 - 284.26 
7381,TSCO,52 Week Range,185.00 - 287.89 
7382,TSCO,Volume,"345,826 "
7383,TSCO,Avg. Volume,"1,039,974 "
7384,TSCO,Market Cap (intraday),30.497B 
7385,TSCO,Beta (5Y Monthly),0.82
7386,TSCO,PE Ratio (TTM),27.57 
7387,TSCO,EPS (TTM),10.26 
7388,TSCO,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
7389,TSCO,Forward Dividend & Yield,4.40 (1.56%)
7390,TSCO,Ex-Dividend Date,"May 24, 2024"
7391,TSCO,1y Target Est,272.85 
7392,TT,Previous Close,333.53 
7393,TT,Open,336.53 
7394,TT,Bid,333.72 x 900
7395,TT,Ask,333.86 x 800
7396,TT,Day's Range,331.77 - 335.36 
7397,TT,52 Week Range,162.04 - 336.37 
7398,TT,Volume,"199,121 "
7399,TT,Avg. Volume,"935,164 "
7400,TT,Market Cap (intraday),75.866B 
7401,TT,Beta (5Y Monthly),1.20
7402,TT,PE Ratio (TTM),35.39 
7403,TT,EPS (TTM),9.47 
7404,TT,Earnings Date,"Aug 2, 2024 - Aug 17, 2024"
7405,TT,Forward Dividend & Yield,3.36 (1.01%)
7406,TT,Ex-Dividend Date,"Jun 7, 2024"
7407,TT,1y Target Est,334.17 
7408,TDG,Previous Close,"1,336.84 "
7409,TDG,Open,"1,335.00 "
7410,TDG,Bid,--
7411,TDG,Ask,--
7412,TDG,Day's Range,"1,320.50 - 1,340.97 "
7413,TDG,52 Week Range,"768.05 - 1,340.97 "
7414,TDG,Volume,"141,958 "
7415,TDG,Avg. Volume,"205,279 "
7416,TDG,Market Cap (intraday),73.937B 
7417,TDG,Beta (5Y Monthly),1.39
7418,TDG,PE Ratio (TTM),52.29 
7419,TDG,EPS (TTM),25.27 
7420,TDG,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
7421,TDG,Forward Dividend & Yield,--
7422,TDG,Ex-Dividend Date,"Nov 17, 2023"
7423,TDG,1y Target Est,"1,375.02 "
7424,TRV,Previous Close,219.22 
7425,TRV,Open,220.31 
7426,TRV,Bid,212.50 x 800
7427,TRV,Ask,222.00 x 1100
7428,TRV,Day's Range,218.36 - 220.31 
7429,TRV,52 Week Range,157.33 - 232.75 
7430,TRV,Volume,"1,348,850 "
7431,TRV,Avg. Volume,"1,304,522 "
7432,TRV,Market Cap (intraday),50.312B 
7433,TRV,Beta (5Y Monthly),0.61
7434,TRV,PE Ratio (TTM),16.32 
7435,TRV,EPS (TTM),13.46 
7436,TRV,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
7437,TRV,Forward Dividend & Yield,4.20 (1.92%)
7438,TRV,Ex-Dividend Date,"Jun 10, 2024"
7439,TRV,1y Target Est,229.41 
7440,TRMB,Previous Close,57.60 
7441,TRMB,Open,57.69 
7442,TRMB,Bid,54.43 x 100
7443,TRMB,Ask,60.44 x 100
7444,TRMB,Day's Range,56.96 - 57.69 
7445,TRMB,52 Week Range,39.57 - 65.55 
7446,TRMB,Volume,"149,092 "
7447,TRMB,Avg. Volume,"1,403,972 "
7448,TRMB,Market Cap (intraday),13.983B 
7449,TRMB,Beta (5Y Monthly),1.51
7450,TRMB,PE Ratio (TTM),59.65 
7451,TRMB,EPS (TTM),0.96 
7452,TRMB,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
7453,TRMB,Forward Dividend & Yield,--
7454,TRMB,Ex-Dividend Date,--
7455,TRMB,1y Target Est,71.00 
7456,TFC,Previous Close,39.54 
7457,TFC,Open,39.36 
7458,TFC,Bid,--
7459,TFC,Ask,--
7460,TFC,Day's Range,38.71 - 39.44 
7461,TFC,52 Week Range,26.57 - 40.51 
7462,TFC,Volume,"4,354,276 "
7463,TFC,Avg. Volume,"8,458,793 "
7464,TFC,Market Cap (intraday),52.039B 
7465,TFC,Beta (5Y Monthly),1.06
7466,TFC,PE Ratio (TTM),-- 
7467,TFC,EPS (TTM),-1.31 
7468,TFC,Earnings Date,"Jul 18, 2024"
7469,TFC,Forward Dividend & Yield,2.08 (5.35%)
7470,TFC,Ex-Dividend Date,"May 9, 2024"
7471,TFC,1y Target Est,42.90 
7472,TYL,Previous Close,481.38 
7473,TYL,Open,481.17 
7474,TYL,Bid,--
7475,TYL,Ask,750.63 x 1100
7476,TYL,Day's Range,477.16 - 485.40 
7477,TYL,52 Week Range,361.16 - 485.41 
7478,TYL,Volume,"191,329 "
7479,TYL,Avg. Volume,"234,070 "
7480,TYL,Market Cap (intraday),20.422B 
7481,TYL,Beta (5Y Monthly),0.76
7482,TYL,PE Ratio (TTM),108.58 
7483,TYL,EPS (TTM),4.43 
7484,TYL,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7485,TYL,Forward Dividend & Yield,--
7486,TYL,Ex-Dividend Date,"Jan 31, 1990"
7487,TYL,1y Target Est,498.81 
7488,TSN,Previous Close,61.04 
7489,TSN,Open,60.85 
7490,TSN,Bid,60.95 x 800
7491,TSN,Ask,60.97 x 900
7492,TSN,Day's Range,60.65 - 61.04 
7493,TSN,52 Week Range,44.94 - 62.04 
7494,TSN,Volume,"1,276,342 "
7495,TSN,Avg. Volume,"2,819,027 "
7496,TSN,Market Cap (intraday),21.659B 
7497,TSN,Beta (5Y Monthly),0.73
7498,TSN,PE Ratio (TTM),-- 
7499,TSN,EPS (TTM),-1.77 
7500,TSN,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
7501,TSN,Forward Dividend & Yield,1.96 (3.21%)
7502,TSN,Ex-Dividend Date,"May 30, 2024"
7503,TSN,1y Target Est,60.89 
7504,USB,Previous Close,40.77 
7505,USB,Open,40.80 
7506,USB,Bid,40.46 x 800
7507,USB,Ask,40.46 x 900
7508,USB,Day's Range,40.22 - 40.80 
7509,USB,52 Week Range,29.33 - 45.85 
7510,USB,Volume,"1,508,042 "
7511,USB,Avg. Volume,"7,802,420 "
7512,USB,Market Cap (intraday),63.222B 
7513,USB,Beta (5Y Monthly),1.06
7514,USB,PE Ratio (TTM),13.46 
7515,USB,EPS (TTM),3.01 
7516,USB,Earnings Date,"Jul 17, 2024"
7517,USB,Forward Dividend & Yield,1.96 (4.81%)
7518,USB,Ex-Dividend Date,"Mar 27, 2024"
7519,USB,1y Target Est,47.20 
7520,UBER,Previous Close,65.48 
7521,UBER,Open,65.56 
7522,UBER,Bid,64.04 x 1100
7523,UBER,Ask,64.08 x 800
7524,UBER,Day's Range,64.03 - 65.80 
7525,UBER,52 Week Range,37.07 - 82.14 
7526,UBER,Volume,"4,333,028 "
7527,UBER,Avg. Volume,"18,295,167 "
7528,UBER,Market Cap (intraday),134.126B 
7529,UBER,Beta (5Y Monthly),1.39
7530,UBER,PE Ratio (TTM),101.89 
7531,UBER,EPS (TTM),0.63 
7532,UBER,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
7533,UBER,Forward Dividend & Yield,--
7534,UBER,Ex-Dividend Date,--
7535,UBER,1y Target Est,85.84 
7536,ULTA,Previous Close,378.33 
7537,ULTA,Open,380.25 
7538,ULTA,Bid,377.18 x 100
7539,ULTA,Ask,378.02 x 100
7540,ULTA,Day's Range,376.02 - 380.55 
7541,ULTA,52 Week Range,368.02 - 574.76 
7542,ULTA,Volume,"335,739 "
7543,ULTA,Avg. Volume,"863,961 "
7544,ULTA,Market Cap (intraday),18.237B 
7545,ULTA,Beta (5Y Monthly),1.36
7546,ULTA,PE Ratio (TTM),14.51 
7547,ULTA,EPS (TTM),26.03 
7548,ULTA,Earnings Date,"May 30, 2024"
7549,ULTA,Forward Dividend & Yield,--
7550,ULTA,Ex-Dividend Date,"Mar 16, 2012"
7551,ULTA,1y Target Est,531.59 
7552,UNP,Previous Close,234.71 
7553,UNP,Open,234.23 
7554,UNP,Bid,233.05 x 2200
7555,UNP,Ask,233.06 x 800
7556,UNP,Day's Range,232.57 - 234.88 
7557,UNP,52 Week Range,190.71 - 258.66 
7558,UNP,Volume,"719,262 "
7559,UNP,Avg. Volume,"2,144,035 "
7560,UNP,Market Cap (intraday),142.421B 
7561,UNP,Beta (5Y Monthly),1.06
7562,UNP,PE Ratio (TTM),22.30 
7563,UNP,EPS (TTM),10.47 
7564,UNP,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7565,UNP,Forward Dividend & Yield,5.20 (2.22%)
7566,UNP,Ex-Dividend Date,"May 31, 2024"
7567,UNP,1y Target Est,267.82 
7568,UAL,Previous Close,52.42 
7569,UAL,Open,52.68 
7570,UAL,Bid,51.54 x 300
7571,UAL,Ask,51.72 x 1100
7572,UAL,Day's Range,51.40 - 52.68 
7573,UAL,52 Week Range,33.68 - 58.23 
7574,UAL,Volume,"1,871,547 "
7575,UAL,Avg. Volume,"9,655,843 "
7576,UAL,Market Cap (intraday),16.993B 
7577,UAL,Beta (5Y Monthly),1.49
7578,UAL,PE Ratio (TTM),6.31 
7579,UAL,EPS (TTM),8.19 
7580,UAL,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
7581,UAL,Forward Dividend & Yield,--
7582,UAL,Ex-Dividend Date,"Jan 7, 2008"
7583,UAL,1y Target Est,68.67 
7584,UPS,Previous Close,143.77 
7585,UPS,Open,143.01 
7586,UPS,Bid,139.72 x 1100
7587,UPS,Ask,139.79 x 800
7588,UPS,Day's Range,139.57 - 143.18 
7589,UPS,52 Week Range,133.68 - 192.98 
7590,UPS,Volume,"1,724,768 "
7591,UPS,Avg. Volume,"3,872,956 "
7592,UPS,Market Cap (intraday),119.588B 
7593,UPS,Beta (5Y Monthly),1.05
7594,UPS,PE Ratio (TTM),20.20 
7595,UPS,EPS (TTM),6.92 
7596,UPS,Earnings Date,"Jul 23, 2024"
7597,UPS,Forward Dividend & Yield,6.52 (4.54%)
7598,UPS,Ex-Dividend Date,"May 10, 2024"
7599,UPS,1y Target Est,160.93 
7600,URI,Previous Close,682.60 
7601,URI,Open,690.00 
7602,URI,Bid,674.55 x 800
7603,URI,Ask,676.03 x 800
7604,URI,Day's Range,666.44 - 688.00 
7605,URI,52 Week Range,330.30 - 732.37 
7606,URI,Volume,"183,417 "
7607,URI,Avg. Volume,"518,314 "
7608,URI,Market Cap (intraday),45.437B 
7609,URI,Beta (5Y Monthly),1.82
7610,URI,PE Ratio (TTM),18.35 
7611,URI,EPS (TTM),36.86 
7612,URI,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7613,URI,Forward Dividend & Yield,6.52 (0.96%)
7614,URI,Ex-Dividend Date,"May 7, 2024"
7615,URI,1y Target Est,671.33 
7616,UNH,Previous Close,521.35 
7617,UNH,Open,518.32 
7618,UNH,Bid,516.30 x 2200
7619,UNH,Ask,516.83 x 1100
7620,UNH,Day's Range,516.16 - 520.22 
7621,UNH,52 Week Range,436.38 - 554.70 
7622,UNH,Volume,"1,072,320 "
7623,UNH,Avg. Volume,"4,362,290 "
7624,UNH,Market Cap (intraday),475.65B 
7625,UNH,Beta (5Y Monthly),0.56
7626,UNH,PE Ratio (TTM),31.57 
7627,UNH,EPS (TTM),16.37 
7628,UNH,Earnings Date,"Jul 12, 2024 - Jul 16, 2024"
7629,UNH,Forward Dividend & Yield,7.52 (1.44%)
7630,UNH,Ex-Dividend Date,"Mar 8, 2024"
7631,UNH,1y Target Est,567.48 
7632,UHS,Previous Close,177.70 
7633,UHS,Open,181.94 
7634,UHS,Bid,180.92 x 1000
7635,UHS,Ask,181.27 x 900
7636,UHS,Day's Range,178.14 - 181.33 
7637,UHS,52 Week Range,119.90 - 183.61 
7638,UHS,Volume,"228,966 "
7639,UHS,Avg. Volume,"693,680 "
7640,UHS,Market Cap (intraday),12.111B 
7641,UHS,Beta (5Y Monthly),1.27
7642,UHS,PE Ratio (TTM),15.39 
7643,UHS,EPS (TTM),11.76 
7644,UHS,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
7645,UHS,Forward Dividend & Yield,0.80 (0.45%)
7646,UHS,Ex-Dividend Date,"Jun 3, 2024"
7647,UHS,1y Target Est,190.29 
7648,VLO,Previous Close,162.39 
7649,VLO,Open,161.77 
7650,VLO,Bid,162.00 x 1100
7651,VLO,Ask,161.77 x 1100
7652,VLO,Day's Range,159.00 - 164.20 
7653,VLO,52 Week Range,105.66 - 184.79 
7654,VLO,Volume,"2,463,842 "
7655,VLO,Avg. Volume,"3,042,517 "
7656,VLO,Market Cap (intraday),53.5B 
7657,VLO,Beta (5Y Monthly),1.54
7658,VLO,PE Ratio (TTM),7.97 
7659,VLO,EPS (TTM),20.33 
7660,VLO,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
7661,VLO,Forward Dividend & Yield,4.28 (2.64%)
7662,VLO,Ex-Dividend Date,"May 30, 2024"
7663,VLO,1y Target Est,185.88 
7664,VTR,Previous Close,48.47 
7665,VTR,Open,48.59 
7666,VTR,Bid,48.19 x 800
7667,VTR,Ask,48.21 x 800
7668,VTR,Day's Range,48.09 - 48.60 
7669,VTR,52 Week Range,39.33 - 50.99 
7670,VTR,Volume,"158,507 "
7671,VTR,Avg. Volume,"2,331,588 "
7672,VTR,Market Cap (intraday),19.5B 
7673,VTR,Beta (5Y Monthly),1.26
7674,VTR,PE Ratio (TTM),-- 
7675,VTR,EPS (TTM),-0.16 
7676,VTR,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
7677,VTR,Forward Dividend & Yield,1.80 (3.71%)
7678,VTR,Ex-Dividend Date,"Jul 1, 2024"
7679,VTR,1y Target Est,52.72 
7680,VLTO,Previous Close,99.53 
7681,VLTO,Open,99.54 
7682,VLTO,Bid,--
7683,VLTO,Ask,--
7684,VLTO,Day's Range,99.51 - 100.92 
7685,VLTO,52 Week Range,65.51 - 100.92 
7686,VLTO,Volume,"1,169,188 "
7687,VLTO,Avg. Volume,"1,637,237 "
7688,VLTO,Market Cap (intraday),24.872B 
7689,VLTO,Beta (5Y Monthly),--
7690,VLTO,PE Ratio (TTM),31.20 
7691,VLTO,EPS (TTM),3.23 
7692,VLTO,Earnings Date,--
7693,VLTO,Forward Dividend & Yield,0.36 (0.36%)
7694,VLTO,Ex-Dividend Date,"Mar 27, 2024"
7695,VLTO,1y Target Est,100.44 
7696,VRSN,Previous Close,170.96 
7697,VRSN,Open,170.96 
7698,VRSN,Bid,170.75 x 100
7699,VRSN,Ask,170.90 x 100
7700,VRSN,Day's Range,169.80 - 171.05 
7701,VRSN,52 Week Range,167.05 - 229.72 
7702,VRSN,Volume,"670,808 "
7703,VRSN,Avg. Volume,"696,848 "
7704,VRSN,Market Cap (intraday),17.007B 
7705,VRSN,Beta (5Y Monthly),0.89
7706,VRSN,PE Ratio (TTM),21.03 
7707,VRSN,EPS (TTM),8.12 
7708,VRSN,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
7709,VRSN,Forward Dividend & Yield,--
7710,VRSN,Ex-Dividend Date,"May 5, 2011"
7711,VRSN,1y Target Est,207.50 
7712,VRSK,Previous Close,253.64 
7713,VRSK,Open,254.14 
7714,VRSK,Bid,251.24 x 200
7715,VRSK,Ask,251.95 x 100
7716,VRSK,Day's Range,251.60 - 254.14 
7717,VRSK,52 Week Range,215.17 - 254.14 
7718,VRSK,Volume,"180,581 "
7719,VRSK,Avg. Volume,"910,024 "
7720,VRSK,Market Cap (intraday),35.897B 
7721,VRSK,Beta (5Y Monthly),0.79
7722,VRSK,PE Ratio (TTM),45.91 
7723,VRSK,EPS (TTM),5.48 
7724,VRSK,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
7725,VRSK,Forward Dividend & Yield,1.56 (0.62%)
7726,VRSK,Ex-Dividend Date,"Jun 14, 2024"
7727,VRSK,1y Target Est,252.76 
7728,VZ,Previous Close,39.79 
7729,VZ,Open,39.60 
7730,VZ,Bid,39.59 x 2200
7731,VZ,Ask,39.60 x 800
7732,VZ,Day's Range,39.41 - 39.80 
7733,VZ,52 Week Range,30.14 - 43.42 
7734,VZ,Volume,"3,177,251 "
7735,VZ,Avg. Volume,"17,947,493 "
7736,VZ,Market Cap (intraday),166.623B 
7737,VZ,Beta (5Y Monthly),0.41
7738,VZ,PE Ratio (TTM),14.83 
7739,VZ,EPS (TTM),2.67 
7740,VZ,Earnings Date,"Jul 22, 2024"
7741,VZ,Forward Dividend & Yield,2.66 (6.69%)
7742,VZ,Ex-Dividend Date,"Apr 9, 2024"
7743,VZ,1y Target Est,44.81 
7744,VRTX,Previous Close,445.21 
7745,VRTX,Open,444.72 
7746,VRTX,Bid,446.69 x 100
7747,VRTX,Ask,447.41 x 200
7748,VRTX,Day's Range,442.98 - 447.85 
7749,VRTX,52 Week Range,320.01 - 448.40 
7750,VRTX,Volume,"369,676 "
7751,VRTX,Avg. Volume,"1,029,398 "
7752,VRTX,Market Cap (intraday),115.417B 
7753,VRTX,Beta (5Y Monthly),0.39
7754,VRTX,PE Ratio (TTM),29.04 
7755,VRTX,EPS (TTM),15.40 
7756,VRTX,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
7757,VRTX,Forward Dividend & Yield,--
7758,VRTX,Ex-Dividend Date,--
7759,VRTX,1y Target Est,467.42 
7760,VTRS,Previous Close,10.76 
7761,VTRS,Open,10.79 
7762,VTRS,Bid,10.54 x 200
7763,VTRS,Ask,10.55 x 1000
7764,VTRS,Day's Range,10.51 - 10.79 
7765,VTRS,52 Week Range,8.74 - 13.62 
7766,VTRS,Volume,"1,825,447 "
7767,VTRS,Avg. Volume,"8,869,296 "
7768,VTRS,Market Cap (intraday),12.556B 
7769,VTRS,Beta (5Y Monthly),1.13
7770,VTRS,PE Ratio (TTM),-- 
7771,VTRS,EPS (TTM),-0.05 
7772,VTRS,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
7773,VTRS,Forward Dividend & Yield,0.48 (4.41%)
7774,VTRS,Ex-Dividend Date,"May 23, 2024"
7775,VTRS,1y Target Est,15.57 
7776,VICI,Previous Close,29.61 
7777,VICI,Open,29.84 
7778,VICI,Bid,29.86 x 2200
7779,VICI,Ask,30.00 x 1100
7780,VICI,Day's Range,29.67 - 29.95 
7781,VICI,52 Week Range,26.62 - 33.40 
7782,VICI,Volume,"4,315,610 "
7783,VICI,Avg. Volume,"6,415,091 "
7784,VICI,Market Cap (intraday),31.191B 
7785,VICI,Beta (5Y Monthly),0.92
7786,VICI,PE Ratio (TTM),11.87 
7787,VICI,EPS (TTM),2.52 
7788,VICI,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
7789,VICI,Forward Dividend & Yield,1.66 (5.61%)
7790,VICI,Ex-Dividend Date,"Mar 20, 2024"
7791,VICI,1y Target Est,35.08 
7792,V,Previous Close,278.54 
7793,V,Open,278.00 
7794,V,Bid,276.19 x 1100
7795,V,Ask,276.20 x 800
7796,V,Day's Range,274.91 - 278.42 
7797,V,52 Week Range,216.14 - 290.96 
7798,V,Volume,"3,493,336 "
7799,V,Avg. Volume,"6,847,714 "
7800,V,Market Cap (intraday),564.724B 
7801,V,Beta (5Y Monthly),0.95
7802,V,PE Ratio (TTM),30.87 
7803,V,EPS (TTM),8.94 
7804,V,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
7805,V,Forward Dividend & Yield,2.08 (0.75%)
7806,V,Ex-Dividend Date,"May 16, 2024"
7807,V,1y Target Est,310.37 
7808,VST,Previous Close,94.27 
7809,VST,Open,96.00 
7810,VST,Bid,96.08 x 1000
7811,VST,Ask,96.12 x 800
7812,VST,Day's Range,92.67 - 98.11 
7813,VST,52 Week Range,23.53 - 98.11 
7814,VST,Volume,"2,761,132 "
7815,VST,Avg. Volume,"7,886,122 "
7816,VST,Market Cap (intraday),33.374B 
7817,VST,Beta (5Y Monthly),1.03
7818,VST,PE Ratio (TTM),58.93 
7819,VST,EPS (TTM),1.63 
7820,VST,Earnings Date,"Aug 7, 2024 - Aug 12, 2024"
7821,VST,Forward Dividend & Yield,0.87 (0.92%)
7822,VST,Ex-Dividend Date,"Jun 18, 2024"
7823,VST,1y Target Est,101.31 
7824,VMC,Previous Close,260.21 
7825,VMC,Open,257.45 
